ACTION,Herd,BC Herd,Year,Official Survey Timing,"Survey Count (KMB = SO, Total count) OTC",MinCount (KMB = Minimum # known alive),NFG,NFG-Reason,Use for trend? (KMB - BPV?),"Estimate (MC, eg JHE)","Parameter Method (JHE, mark resight etc)",LCL-90%,UCL-90%,CV,SCF,N collar available,N collars detected,"KMB = Observed sample count, OSC; Min count (survey for recruitment - cannot be used for trend analyses in the IPM or otherwise)",N. Calves (OTC),N. Calves (Min # Known Alive),N. Calves (OSC),Percent calves- free ranging (OTC),Percent calves- free ranging (Min # Known Alive),Percent calves- including penned calves,N. Adult F (OTC),N. Adult F (Min # Known Alive),N. Adult F (OSC),N. Adult M (OTC),N. Adult M (Min # Known Alive),N. Adult M (OSC),N. Adult (Sex Unclassified) (OTC),N. Adult (Sex Unclassified) (Min # Known Alive),N. Adult (Sex Unclassified) (OSC),Unclassified Life Stage and Sex (OTC),Unclassified Life Stage and Sex (Min # Known Alive),Unclassified Life Stage and Sex (OSC),Yrling - Unclas Sex (OTC),Yrling - Unclas Sex (Min # Known Alive),Yrling - Unclas Sex (OSC),Who entered the data?,Relevant Notes in Original Data,Notes in Original Data on MNKA/ Estimate/ Parameter Method,Survey Type (s),Additional Notes
,Narraway BC,Narraway,2009,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,,,NA,NA,0,NA,NA,0,NA,NA,3,NA,NA,0,NA,NA,NA,CL,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022",,,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022, CL added estimates from Dale Seip (May 27, 2022) as min counts. These are  ""Elena also did a population estimate based on the number of collared animals in each group"" so not actually a min count, but that's most efficient way to get them into IPM and acknowledge they are low(ish) quality data"
,Narraway BC,Narraway,2010,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,NA,NA,24,NA,NA,9,NA,NA,0,NA,NA,0,NA,NA,NA,CL,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022",,,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022, CL added estimates from Dale Seip (May 27, 2022) as min counts. These are  ""Elena also did a population estimate based on the number of collared animals in each group"" so not actually a min count, but that's most efficient way to get them into IPM and acknowledge they are low(ish) quality data"
,Narraway BC,Narraway,2011,Winter,NA,56,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,,,,NA,NA,5,NA,NA,0,NA,NA,17,NA,NA,0,NA,NA,NA,CL,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022",,,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022, CL added estimates from Dale Seip (May 27, 2022) as min counts. These are  ""Elena also did a population estimate based on the number of collared animals in each group"" so not actually a min count, but that's most efficient way to get them into IPM and acknowledge they are low(ish) quality data"
,Narraway BC,Narraway,2012,Winter,NA,,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,,,,NA,NA,5,NA,NA,0,NA,NA,16,NA,NA,9,NA,NA,NA,CL,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022",,,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022, CL added estimates from Dale Seip (May 27, 2022) as min counts. These are  ""Elena also did a population estimate based on the number of collared animals in each group"" so not actually a min count, but that's most efficient way to get them into IPM and acknowledge they are low(ish) quality data"
,Narraway BC,Narraway,2013,Winter,NA,48,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,NA,NA,5,NA,NA,4,NA,NA,14,NA,NA,0,NA,NA,NA,CL,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022",,,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022, CL added estimates from Dale Seip (May 27, 2022) as min counts. These are  ""Elena also did a population estimate based on the number of collared animals in each group"" so not actually a min count, but that's most efficient way to get them into IPM and acknowledge they are low(ish) quality data"
,Narraway BC,Narraway,2014,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,NA,NA,3,NA,NA,0,NA,NA,10,NA,NA,0,NA,NA,NA,CL,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022",,,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022, CL added estimates from Dale Seip (May 27, 2022) as min counts. These are  ""Elena also did a population estimate based on the number of collared animals in each group"" so not actually a min count, but that's most efficient way to get them into IPM and acknowledge they are low(ish) quality data"
,Narraway BC,Narraway,2015,Winter,NA,30,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,NA,NA,4,NA,NA,0,NA,NA,12,NA,NA,0,NA,NA,NA,CL,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022",,,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022, CL added estimates from Dale Seip (May 27, 2022) as min counts. These are  ""Elena also did a population estimate based on the number of collared animals in each group"" so not actually a min count, but that's most efficient way to get them into IPM and acknowledge they are low(ish) quality data"
,Narraway BC,Narraway,2016,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,NA,NA,3,NA,NA,0,NA,NA,16,NA,NA,0,NA,NA,NA,CL,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022",,,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022, CL added estimates from Dale Seip (May 27, 2022) as min counts. These are  ""Elena also did a population estimate based on the number of collared animals in each group"" so not actually a min count, but that's most efficient way to get them into IPM and acknowledge they are low(ish) quality data"
,Narraway BC,Narraway,2017,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,,,,NA,NA,0,NA,NA,0,NA,NA,6,NA,NA,0,NA,NA,NA,CL,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022",,,"Bearhole-Redwillow data from KMB (Macgregor) July 29, 2022, CL added estimates from Dale Seip (May 27, 2022) as min counts. These are  ""Elena also did a population estimate based on the number of collared animals in each group"" so not actually a min count, but that's most efficient way to get them into IPM and acknowledge they are low(ish) quality data"
,Narrow Lake,Narrow Lake,1993,Winter,NA,NA,Y,"Only have expert knowledge estimate (see comments), not survey data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Note (BM): Lists 40 as an Expert Knowledge estimate for the number of individuals. // Source: ""Table 2 - Numbers and Composition of Caribou Observed March 1992 and 1993"" (Watts 1999). Report lists ""40 est"" for caribou observed March 1992 and 1993 (Table 2); as indicated in the 1999 report (Watts), this value is derived from unpublished data (Watts, 1993)",,,
,Narrow Lake,Narrow Lake,1999,Winter,67,NA,,NA,"MC, OTC",81,SCF,NA,NA,NA,0.83,NA,NA,NA,7,NA,NA,,,,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,BM,Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter,,,
,Narrow Lake,Narrow Lake,2002,Winter,61,NA,,NA,"MC, OTC",73,SCF,NA,NA,NA,0.83,NA,NA,NA,7,NA,NA,,,,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,BM,Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter,,,
,Narrow Lake,Narrow Lake,2004,Winter,23,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,BM,,,,
,Narrow Lake,Narrow Lake,2005,Winter,19,34,,NA,MNKA,23,SCF,NA,NA,NA,0.83,NA,NA,NA,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter; Data update: 2005 report (Seip et al.) records an adjusted estimate of 41 (SCF applied to the MNKA), updated to 23 (pers comm, Klaczek, Heard & Seip, 2021); the MNKA (34) is greater than the SCF-corrected estimate of 23, therefore the MNKA is the best parameter value",MNKA: Observed count plus 15 estimated from tracks,,
,Narrow Lake,Narrow Lake,2006,Winter,33,NA,,NA,"MC, OTC",40,SCF,NA,NA,NA,0.83,NA,NA,NA,3,NA,NA,,,,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,BM,Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter,,,
,Narrow Lake,Narrow Lake,2007,Winter,48,NA,,NA,"MC, OTC",58,SCF,NA,NA,NA,0.83,NA,NA,NA,4,NA,NA,,,,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,BM,Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter,,,
,Narrow Lake,Narrow Lake,2008,Winter,40,NA,,NA,"MC, OTC",48,SCF,NA,NA,NA,0.83,NA,NA,NA,6,NA,NA,,,,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,BM,Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter,,,
,Narrow Lake,Narrow Lake,2009,Winter,21,NA,,NA,"MC, OTC",25,SCF,NA,NA,NA,0.83,NA,NA,NA,0,NA,NA,,,,2,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,BM,Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter. Most if not all unclassified adults were bulls,,,
,Narrow Lake,Narrow Lake,2010,Winter,8,15,,NA,MNKA,10,SCF,NA,NA,NA,0.83,NA,NA,NA,0,NA,NA,,,,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter; Data update: 2010 report (Heard et al.) records an adjusted estimate of 18 (SCF applied to the MNKA), updated to 10 (pers comm, Klaczek, Seip & Heard, 2021); the MNKA (15) is greater than the SCF-adjusted estimate of 10, therefore the MNKA is the best parameter value",MNKA: Observed count plus 7 estimated from tracks,,
,Narrow Lake,Narrow Lake,2011,Winter,34,NA,Y,"""Incidental sightings of two groups of caribou during an aerial survey of snowmobile use"" - is this a description of the entire survey?","MC, OTC",41,SCF,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,BM,Incidental sightings of two groups of caribou during an aerial survey of snowmobile use. Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter,,,
,Narrow Lake,Narrow Lake,2012,Winter,36,NA,,NA,"MC, OTC",42,SCF,NA,NA,NA,0.86,NA,NA,NA,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,BM,"SCF: 19 of 22 (86%) collared caribou observed in the study area (i.e. Kennedy Siding, Burnt Pine, Narrow Lake and Hart Ranges)",,,
,Narrow Lake,Narrow Lake,2014,Winter,39,NA,,NA,"MC, OTC",47,SCF,NA,NA,NA,0.83,NA,NA,NA,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,BM,Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter,,,
,Narrow Lake,Narrow Lake,2016,Winter,31,NA,,NA,"MC, OTC",37,SCF,NA,NA,NA,0.83,NA,NA,NA,5,NA,NA,,,,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter; Data update: 2016 report (Klaczek & Heard) records an adjusted estimate of 36, updated to 37 (pers comm, Klaczek, 2021)",,,
,Narrow Lake,Narrow Lake,2017,Winter,20,22,,NA,"MC, MNKA",24,SCF,NA,NA,NA,0.83,NA,NA,NA,5,NA,NA,,,,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter; Data update: 2020 reports lists an estimate of 21, updated to 24 (pers comm. Klaczek, 2020)",MNKA: Observed count plus 2 estimated from tracks,,
,Narrow Lake,Narrow Lake,2018,Winter,15,NA,,NA,"MC, OTC",21,SCF,NA,NA,NA,0.73,2,2,NA,2,NA,NA,,,,NA,NA,NA,4,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,BM,2 of 2 collared caribou observed; surrogate SCF of 0.73 derived from 96/131 (total count of Sugarbowl and Haggen blocks / Lincoln Peterson estimate for Sugarbowl and Haggen),,,
,North Cariboo,North Cariboo,2021,Winter,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0.818,11,9,105,NA,NA,14,,,,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,BM,,,,
,North Cariboo,North Cariboo,2020,Winter,97,121,,NA,MC,145,JHE,,,,0.750,12,8,NA,14,19,NA,,,,,,,,,,83,NA,NA,NA,NA,NA,NA,NA,NA,RS/MK,,,,
,North Cariboo,North Cariboo,2018,Winter,137,144,,NA,"MC, MNKA",187,JHE,NA,NA,NA,0.73,14,10,NA,18,NA,NA,,,,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,BM,"10 of 14 collared caribou observed in Sugarbowl and Haggen blocks; LP estimate = 131 for Sugarbowl and Haggen blocks; SCF of 0.73 derived from 96/131 (total count of Sugarbowl and Haggen / LP estimate); 2018 report lists an estimate of 183, updated to 187 in 2020 report",MNKA: Observed count plus 7 estimated from tracks and 1 collared caribou located post survey via telemetry,,
,North Cariboo,North Cariboo,1989,Winter,159,NA,Y,"""2 or 3 large groups were missed in the North Cariboo range during the 1989 survey""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,,,,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,BM,2 or 3 large groups were missed in the North Cariboo range during the 1989 survey,,,
,North Cariboo,North Cariboo,1993,Winter,232,NA,Y,"""It is thought that some of the caribou observed in Bowron block were likely outside the inventory area and located within Region 7 (Young, 1993)""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,,,,91,NA,NA,18,NA,NA,21,NA,NA,79,NA,NA,NA,NA,NA,BM,"It is thought that some of the caribou observed in Bowron block were likely outside the inventory area and located within Region 7 (Young, 1993)",,,
,North Cariboo,North Cariboo,1999,Winter,258,NA,,NA,"MC, OTC",291,SCF,NA,NA,NA,0.83,NA,NA,NA,26,NA,NA,,,,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,BM,Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter,,,
,North Cariboo,North Cariboo,2002,Winter,236,NA,,NA,"MC, OTC",284,SCF,NA,NA,NA,0.83,NA,NA,NA,22,NA,NA,,,,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,NA,NA,NA,NA,BM,Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter,,,
,North Cariboo,North Cariboo,2005,Winter,215,235,,NA,"MC, MNKA",259,SCF,NA,NA,NA,0.83,NA,NA,NA,36,NA,NA,,,,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter; Data update: 2005 report (Seip et al.) records an adjusted estimate of 283 (SCF applied to the MNKA), updated to 259 (pers comm, Klaczek, Heard & Seip, 2021)",,,
,North Cariboo,North Cariboo,2006,Winter,209,222,,NA,"MC, MNKA",252,SCF,NA,NA,NA,0.83,NA,NA,NA,37,NA,NA,,,,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter; Data update: 2006 report (Seip et al.) records an adjusted estimate of 267 (SCF applied to the MNKA), updated to 252 (pers comm, Klaczek, Heard & Seip, 2021)",MNKA: Observed count plus 13 estimated from tracks,,
,North Cariboo,North Cariboo,2010,Winter,77,NA,Y,"""Bowron block was not surveyed in 2010""",NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,11,NA,NA,,,,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Bowron block was not surveyed in 2010; the low count in 2010 was apparently an underestimate as more caribou were counted in 2011 (Seip, Heard & Watts, 2011)","Expert Knowledge Estimate of 133: Sum of observed total count in Sugarbowl (7), Haggen (70), and the median count from 2006 and 2011 in Bowron (56). Expert Knowledge Model Estimate of 160: Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter; SCF applied to the sum of the observed total count in Sugarbowl (7), Haggen (70), and the median count for 2006 and 2011 in Bowron (56).",,
,North Cariboo,North Cariboo,2011,Winter,163,183,,NA,"MC, MNKA",196,SCF,NA,NA,NA,0.83,NA,NA,NA,15,NA,NA,,,,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter; 2011 report (Seip, Heard & Watts) records an adjusted estimate of 222 (SCF applied to the MNKA), updated to 196 (pers comm, Klaczek, Seip & Heard, 2021)","MNKA: Observed count plus 20 estimated from tracks; Data update: 2011 report (Seip, Heard & Watts) estimates 7 from tracks in Bowron block, but one of these tracks was a double count of group 10 - updated to 6 caribou estimated from tracks as per N. Dodd (2020) ",,
,North Cariboo,North Cariboo,2014,Winter,121,126,Y,"""Bowron block not surveyed in 2014"" and see other comments",NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,7,NA,NA,,,,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,BM,Only 2 of 3 blocks surveyed (Bowron not surveyed in 2014); the mean of the 2006 and 2001 counts (56) was used to generate a population estimate,"Expert Knowledge Model Estimate of 213: Assuming 56 caribou were in the Bowron block (mean of 2006 and 2011 counts), the counts from Sugarbowl, Haggen and Bowron can be summed and corrected using SCF 0.83 (Seip, 1990); (52+69+56)/0.83)=213; Data update: 2014 report (Courtier & Heard) records an adjusted estimate of 219 (SCF applied to the MNKA), updated to 213 (pers comm, Klaczek, Seip & Heard, 2021) // MNKA: Observed count plus 5 estimated from tracks",,
,North Cariboo,North Cariboo,2016,Winter,125,NA,Y,"""Bowron not surveyed in 2016"" and see other comments",NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,19,NA,NA,,,,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Only 2 of 3 blocks surveyed (Bowron not surveyed in 2016); the 2015 estimate for Bowron (64) was used to generate a population estimate. // Raw data indicates 120 individuals observed but Courtier & Heard (2014) report 121, unable to resolve discrepancy (Knowledge Management Branch, 2020)","Expert Knowledge Model Estimate of 215: Sum of sightability corrected estimates (SCF = 0.83) from Sugarbowl (46) and Haggen (100) blocks, plus the 2015 estimate for Bowron block (47+104+64=215); Data update: 2016 report (Klaczek & Heard) record a population estimate of 210, updated to 215 (pers comm, Klaczek, 2021) // Seip (1990) estimated that 83% of mountain caribou can be seen in March using a helicopter",,
,Purcells Central,Purcells Central,1997,Winter,2,14,,NA,MNKA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,1,NA,,,,1,3,NA,1,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,BM,1 bull observed at Cherry Creek before or after the survey on March 14; 1 bull observed at Buhl Creek before or after the survey on March 22 // 3 cows observed at Cherry Creek before or after the survey on March 14 // 1 calf observed at Cherry Creek before or after the survey on March 14,Observed count plus 12 caribou observed north of the study area before or after the survey; 0 of 2 collared caribou observed during the survey but located afterwards,,
,Purcells Central,Purcells Central,1995,Winter,15,NA,,NA,MC,18,SCF,NA,NA,NA,0.813,3,3,NA,NA,NA,NA,,,,8,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,BM,,Note (BM): Estimate was adjusted using sightability correction factor,,
,Purcells Central,Purcells Central,1996,Winter,13,17,,NA,MNKA,NA,NA,NA,NA,NA,NA,3,3,NA,1,NA,NA,,,,10,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"Observed count plus 4 estimated from tracks; raw data file indicates 5 tracks counted in the North block, but one of these observations points (at Old Tom Mtn) falls in the Southwest block (Purcells South)",,
,Purcells Central,Purcells Central,1998,Winter,5,NA,,NA,MC,6,SCF,NA,NA,NA,0.813,3,3,NA,NA,NA,NA,,,,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,Note (BM): Estimate was adjusted using sightability correction factor,,
,Purcells Central,Purcells Central,1994,Winter,15,18,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,,,,10,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,BM,The average sightability correction factor from 6 surveys conducted from 1994 to 2000 was calculated to be 1.23 (the reciprocal of 0.813),Observed count plus 3 estimated from tracks,,
,Purcells Central,Purcells Central,2000,Winter,5,NA,,NA,MC,6,SCF,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA,,,,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,BM,The average sightability correction factor from 6 surveys conducted from 1994 to 2000 was calculated to be 1.23 (the reciprocal of 0.813),Note (BM): Estimate was adjusted using sightability correction factor,,
,Purcells Central,Purcells Central,2002,Winter,5,NA,,NA,MC,6,SCF,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA,,,,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,Note (BM): Estimate was adjusted using sightability correction factor,,
,Purcells Central,Purcells Central,2003,Winter,6,NA,,Described as an incomplete survey,MC,7,SCF,NA,NA,NA,0.813,NA,NA,NA,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Incomplete survey // Data update: unpublished data sources indicate a corrected count of 10, updated to 7",Note (BM): Estimate was adjusted using sightability correction factor,,
,Purcells Central,Purcells Central,2004,Winter,3,6,,Described as an incomplete survey,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,,,NA,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,BM,Incomplete survey,"Observed count plus 3 estimated from tracks believed to represent 1 calf, 1 cow and 1 other adult",,
,Purcells Central,Purcells Central,2005,Winter,0,1,,Described as an incomplete survey,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,Incomplete survey,Observed count plus 1 estimated from tracks,,
,Purcells Central,Purcells Central,2006,Winter,0,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,"As of 2006, the South Purcells caribou were split into 2 distinct herds: Purcell Central and Purcells South. Data in reports prior to 2006 were summarized for South Purcells. ",,,
,Purcells Central,Purcells Central,2007,Winter,0,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Purcells Central,Purcells Central,2009,Winter,0,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Purcells South,Purcells South,2002,Winter,13,14,,Described as an incomplete survey ,MC,16,SCF,NA,NA,NA,0.813,1,0,NA,2,NA,NA,,,,4,5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,Note (BM): Estimate was adjusted using sightability correction factor // Observed count excludes one bull observed well outside the survey area (563655N 5572967E); 0 of 1 collared caribou observed (collar was located prior to survey) // MNKA includes one cow not observed during the survey but was found earlier by telemetry,,
,Purcells South,Purcells South,2000,Winter,13,NA,,NA,MC,16,SCF,NA,NA,NA,0.813,2,2,NA,1,NA,NA,,,,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,BM,,Note (BM): Estimate was adjusted using sightability correction factor,,
,Purcells South,Purcells South,1998,Winter,13,25,,NA,MNKA,16,SCF,NA,NA,NA,0.813,3,1,NA,0,NA,NA,,,,NA,NA,NA,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,BM,,Note (BM): Estimate was adjusted using sightability correction factor // MNKA is observed count plus 9 estimated from tracks and 2 collared caribou which were located after the survey,,
,Purcells South,Purcells South,1994,Winter,54,56,,NA,MC,66,SCF,NA,NA,NA,0.813,4,3,NA,3,NA,NA,,,,10,NA,NA,16,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,BM,The average sightability correction factor from 6 surveys conducted from 1994 to 2000 was calculated to be 1.23 (the reciprocal of 0.813),Note (BM): Estimate was adjusted using sightability correction factor // MNKA is observed count plus 2 estimated from tracks,,
,Purcells South,Purcells South,1997,Winter,28,37,,NA,MNKA,34,SCF,NA,NA,NA,0.813,4,4,NA,3,NA,NA,,,,7,NA,NA,16,18,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,BM,,Note (BM): Estimate was adjusted using sightability correction factor // MNKA is observed count plus 7 estimated from tracks and 2 additional sightings made before the survey,,
,Purcells South,Purcells South,2013,Winter,20,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,4,4,NA,3,NA,NA,,,,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Purcells South,Purcells South,1996,Winter,33,46,,NA,MNKA,41,SCF,NA,NA,NA,0.813,5,4,NA,NA,1,NA,,,,17,19,NA,15,16,NA,1,2,NA,NA,NA,NA,NA,NA,NA,BM,,"Note (BM): Estimate was adjusted using sightability correction factor // MNKA is observed count plus 6 estimated from tracks observed during the census (the raw data file shows only 5 tracks were observed, but one of the tracks in the North block actually falls within the Southwest block), 2 estimated from tracks observed after the census, and an additional 5 caribou observed after the census; 4 of 5 collared caribou observed during the survey (5th located post survey)",,
,Purcells South,Purcells South,1995,Winter,63,NA,,NA,MC,77,SCF,NA,NA,NA,0.813,7,7,NA,1,NA,NA,,,,31,NA,NA,23,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,BM,,Note (BM): Estimate was adjusted using sightability correction factor,,
,Purcells South,Purcells South,1993,Winter,44,53,,NA,MC,54,SCF,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,Note (BM): Estimate was adjusted using sightability correction factor // MNKA is observed count plus 9 estimated from tracks,,
,Purcells South,Purcells South,2003,Winter,9,11,,Described as an incomplete survey ,MC,11,SCF,NA,NA,NA,0.813,NA,NA,NA,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Incomplete survey // Data update: 2018 report indicates a corrected estimate of 14 (SCF applied to MNKA), updated to 11 (Pers comm.. DeGroot, 2020)","Note (BM): Estimate was adjusted using sightability correction factor // MNKA is observed count plus 2 others known to be present (Kinley, n.d.)",,
